id,president,web_publication_date,pillar_name,word
2,obama,2009-01-20T22:00:00Z,Opinion,stage
2,obama,2009-01-20T22:00:00Z,Opinion,aretha
2,obama,2009-01-20T22:00:00Z,Opinion,franklin's
2,obama,2009-01-20T22:00:00Z,Opinion,lady
2,obama,2009-01-20T22:00:00Z,Opinion,soul
2,obama,2009-01-20T22:00:00Z,Opinion,proving
2,obama,2009-01-20T22:00:00Z,Opinion,kill
2,obama,2009-01-20T22:00:00Z,Opinion,witty
2,obama,2009-01-20T22:00:00Z,Opinion,comment
2,obama,2009-01-20T22:00:00Z,Opinion,fast
2,obama,2009-01-20T22:00:00Z,Opinion,repeating
2,obama,2009-01-20T22:00:00Z,Opinion,cnn
2,obama,2009-01-20T22:00:00Z,Opinion,catch
2,obama,2009-01-20T22:00:00Z,Opinion,witty
2,obama,2009-01-20T22:00:00Z,Opinion,time
2,obama,2009-01-20T22:00:00Z,Opinion,occasionally
2,obama,2009-01-20T22:00:00Z,Opinion,human
2,obama,2009-01-20T22:00:00Z,Opinion,touch
2,obama,2009-01-20T22:00:00Z,Opinion,shots
2,obama,2009-01-20T22:00:00Z,Opinion,moving
2,obama,2009-01-20T22:00:00Z,Opinion,van
2,obama,2009-01-20T22:00:00Z,Opinion,east
2,obama,2009-01-20T22:00:00Z,Opinion,door
2,obama,2009-01-20T22:00:00Z,Opinion,white
2,obama,2009-01-20T22:00:00Z,Opinion,house
2,obama,2009-01-20T22:00:00Z,Opinion,cnn
2,obama,2009-01-20T22:00:00Z,Opinion,managed
2,obama,2009-01-20T22:00:00Z,Opinion,catch
2,obama,2009-01-20T22:00:00Z,Opinion,people
2,obama,2009-01-20T22:00:00Z,Opinion,beetling
2,obama,2009-01-20T22:00:00Z,Opinion,fox
2,obama,2009-01-20T22:00:00Z,Opinion,time
2,obama,2009-01-20T22:00:00Z,Opinion,cut
2,obama,2009-01-20T22:00:00Z,Opinion,van
2,obama,2009-01-20T22:00:00Z,Opinion,bushes
2,obama,2009-01-20T22:00:00Z,Opinion,moving
2,obama,2009-01-20T22:00:00Z,Opinion,clothes
2,obama,2009-01-20T22:00:00Z,Opinion,tchotchkes
2,obama,2009-01-20T22:00:00Z,Opinion,american
2,obama,2009-01-20T22:00:00Z,Opinion,term
2,obama,2009-01-20T22:00:00Z,Opinion,knick
2,obama,2009-01-20T22:00:00Z,Opinion,knacks
2,obama,2009-01-20T22:00:00Z,Opinion,basically
2,obama,2009-01-20T22:00:00Z,Opinion,sitting
2,obama,2009-01-20T22:00:00Z,Opinion,home
2,obama,2009-01-20T22:00:00Z,Opinion,captions
2,obama,2009-01-20T22:00:00Z,Opinion,added
2,obama,2009-01-20T22:00:00Z,Opinion,bonus
2,obama,2009-01-20T22:00:00Z,Opinion,confused
2,obama,2009-01-20T22:00:00Z,Opinion,subtitler
2,obama,2009-01-20T22:00:00Z,Opinion,describe
2,obama,2009-01-20T22:00:00Z,Opinion,bushes
2,obama,2009-01-20T22:00:00Z,Opinion,move
2,obama,2009-01-20T22:00:00Z,Opinion,trotskys
2,obama,2009-01-20T22:00:00Z,Opinion,changed
2,obama,2009-01-20T22:00:00Z,Opinion,bush
2,obama,2009-01-20T22:00:00Z,Opinion,history
2,obama,2009-01-20T22:00:00Z,Opinion,true
2,obama,2009-01-20T22:00:00Z,Opinion,twitter
2,obama,2009-01-20T22:00:00Z,Opinion,messages
2,obama,2009-01-20T22:00:00Z,Opinion,marked
2,obama,2009-01-20T22:00:00Z,Opinion,current
2,obama,2009-01-20T22:00:00Z,Opinion,received
2,obama,2009-01-20T22:00:00Z,Opinion,sorted
2,obama,2009-01-20T22:00:00Z,Opinion,al
2,obama,2009-01-20T22:00:00Z,Opinion,gore's
2,obama,2009-01-20T22:00:00Z,Opinion,tv
2,obama,2009-01-20T22:00:00Z,Opinion,channel
2,obama,2009-01-20T22:00:00Z,Opinion,common
2,obama,2009-01-20T22:00:00Z,Opinion,people's
2,obama,2009-01-20T22:00:00Z,Opinion,commentary
2,obama,2009-01-20T22:00:00Z,Opinion,ceremony
2,obama,2009-01-20T22:00:00Z,Opinion,cheney's
2,obama,2009-01-20T22:00:00Z,Opinion,transition
2,obama,2009-01-20T22:00:00Z,Opinion,dr
2,obama,2009-01-20T22:00:00Z,Opinion,strangelove
2,obama,2009-01-20T22:00:00Z,Opinion,complete
2,obama,2009-01-20T22:00:00Z,Opinion,tweeted
2,obama,2009-01-20T22:00:00Z,Opinion,outgoing
